Release Year,Title,Origin/Ethnicity,Director,Cast,Genre,Wiki Page,Plot
1932,Ladies of the Jury,American,Lowell Sherman,"Edna May Oliver, Jill Esmond, Roscoe Ates",comedy,https://en.wikipedia.org/wiki/Ladies_of_the_Jury,"Middle-aged Mrs. Livingston Baldwin Crane (Edna May Oliver) is selected to serve on a jury for the murder trial of French ex-showgirl Yvette Gordon (Jill Esmond), accused of killing her rich, much older husband. The prosecutor calls only two witnesses, a doctor and Mrs. Gordon's maid, Evelyn Snow. Snow testifies that after she found Mrs. Gordon kneeling beside the body of her husband holding the murder weapon, a gun, her employer offered to pay her to say that Mr. Gordon committed suicide. Mrs. Gordon, on the other hand, claims that Snow demanded money to tell the police that story. On the witness stand, Mrs. Gordon says she went away for a week to get away from Mr. Gordon for a while, then returned to an angry, suspicious husband who threatened her with a gun. She states they struggled, and the gun went off by accident. During the testimony, Mrs. Crane asks several questions of the witnesses, much to the annoyance of Judge Henry Fish. She discovers that Snow was recommended to Mrs. Gordon by Chauncey Gordon, Mr. Crane's nephew and sole relative (and heir if Mrs. Gordon is convicted).
When the jury retires to consider a verdict, Mrs. Crane casts the sole “not guilty” vote. When asked why, she replies, ""Woman's intuition."" After lots of convincing and several votes, the count is ten to two in favor of acquittal. During the deliberations, the wealthy Mrs. Crane manages to (illegally) pass a note to her maid Suzanne, instructing her to hire a detective agency to investigate further.
When Mrs. Crane overhears a couple of the jurors debating whether to switch their votes back to guilty, she recommends they reenact the death at the scene. In the Gordon mansion, Chauncey Gordon refuses to pay Snow any more money until after Mrs. Gordon is found guilty. When they see the jury drive up, Snow hides Chauncey in a secret compartment. However, the jurors find the secret compartment and him by accident. Furthermore, a telegram arrives, stating that the detective agency has found out that Chauncey paid Snow $10,000. As a result, the jury find Mrs. Gordon not guilty."
1932,Lady with a Past,American,Edward H. Griffith,"Constance Bennett, Ben Lyon",comedy,https://en.wikipedia.org/wiki/Lady_with_a_Past,"Although she is an heiress and quite lovely, Venice Muir is very shy. She is flattered when flirtatious Donnie Wainwright urges her to elope to Paris with him, then irked when he abandons her before their ship departs.
Venice gets an idea, hiring a penniless fellow, Guy Bryson, to pretend to be a gigolo and spread word of Venice's effect on men. Soon she is the toast of Paris, suitors lining up to woo her, including Rene, a man of noble lineage. Unbeknownst to her, Rene is in serious debt. When she rejects his proposal, Rene commits suicide, enhancing Venice's reputation as a heartbreaking vixen.
Sailing back home, Venice is followed by more gossip, including some about Guy. A dazzled Donnie begins pursuing her again, finally winning over Venice without ever knowing of her ruse."
1932,The Last Mile,American,Samuel Bischoff,"Preston Foster, Noel Madison",drama,https://en.wikipedia.org/wiki/The_Last_Mile_(1932_film),"The movie presents the life in a prison where men are on death row. Some of them are wrongfully accused and convicted, there is nothing else in their future but the electric chair.
Richard Walters is condemned to death for crime he claims he never committed. While the drama inside the prison unfolds, his friends on the outside are trying to find evidence that he is innocent.[2]"
1932,Lawyer Man,American,William Dieterle,"William Powell, Joan Blondell",drama,https://en.wikipedia.org/wiki/Lawyer_Man,"Anton Adam is a lawyer who has just got a client acquitted against the uptown New York lawyer Granville Bentley. Granville offers the poor lawyer partnership and he accepts. Anton's faithful secretary Olga Michaels isn't delighted to see Anton disrespecting the law. His downfall comes when he meets the beautiful Virginia, an actress who is introduced as a woman whose doctor has abandoned her and now seeks help.
Anton sues Dr. Gresham, but Virginia soon calls him she wants to drop the charges. He responds with anger, which Virginia records. Now, Anton is sued for blackmail and must face a tough jury. He loses his partnership with Bentley and he decides to become ruthless. With only his secretary on his side, Anton returns to his old neighbourhood to set up an honest legal practice."
1932,Life Begins,American,James Flood,"Loretta Young, Eric Linden",drama,https://en.wikipedia.org/wiki/Life_Begins_(film),"At a maternity hospital, future fathers pace the corridors while their wives wait for their babies either anxiously or happily. Efficient and compassionate nurse Miss Bowers keeps the ward running smoothly.
Things liven up when Grace Sutton is transferred from the prison where she is being held for murder. Most agree that the man she killed deserved to die, and Nurse Bowers sympathetically allows Grace's concerned husband Jed unlimited time with his wife.
In the ward, the women have varied feelings about motherhood. Mrs. West, a mother of six children, thinks babies are what give meaning to women's lives. In contrast, Florette, a showgirl, just wants to get rid of her twins as soon as possible. Miss Layton has decided opinions about child rearing and has no intention of being a doting mother. While the women debate their various theories, a woman who wants a baby so much that she has become demented wanders in from another ward. An Italian woman quietly sobs when she learns that her newborn has died.
After a touching farewell with Jed, Grace, whose health has suffered from prison conditions, is taken into the labor room. While Jed waits anxiously, Florette is appalled by the plans that the prospective adoptive mother of her twins has concocted. She cradles one baby herself and discovers mother love. Miss Layton has also given up on her progressive plans for her baby.
Down the hall, things are going badly for Grace. When the doctors ask Jed to choose between saving Grace or the baby, he chooses Grace, but she herself insists that the doctors operate and save the baby. After she dies, Jed refuses to see the baby girl, but wise Nurse Bowers places the child in his arms, and as with the mothers, he cannot resist her charms."
1932,The Lost Squadron,American,George Archainbaud,"Richard Dix, Mary Astor, Erich von Stroheim","drama, war",https://en.wikipedia.org/wiki/The_Lost_Squadron,"Captain ""Gibby"" Gibson (Richard Dix) and his close friend ""Red"" (Joel McCrea) spend the last hours of World War I in the air, shooting down more of the enemy. They then return to America with fellow pilot and comrade ""Woody"" Curwood (Robert Armstrong) and their mechanic Fritz (Hugh Herbert) to an uncertain future.
Gibby finds his ambitious actress girlfriend Follette Marsh (Mary Astor) with a new boyfriend, one who can do more for her career. Good-natured braggart Red decides not to take back his old job, as it would mean the firing of a married man with a new baby. Woody learns that he is penniless, swindled by his embezzling business partner. Years later Gibby, Red and Fritz ride a boxcar to Hollywood to look for Woody and find work in lean times.
At a movie premiere, they spot a prosperous Woody, who is working as a stunt flier. He offers them well-paying jobs working for disreputable and tyrannical director Arthur von Furst (Erich von Stroheim). Gibby is reluctant, as Follette is now married to von Furst, but finally gives in.
Woody introduces his two comrades-in-arms to his sister, ""the Pest"" (Dorothy Jordan). She worries constantly about him, as von Furst utilizes dangerously worn-out aircraft and Woody drinks a lot. Both Gibby and Red are attracted to her. Gibby misinterprets her concern for him when he barely survives a crash (caused by parts of his aircraft falling off) as love. When Red impulsively asks the Pest to marry him, she agrees, and Gibby accepts the situation with grace.
Meanwhile, von Furst is aware that his wife still has strong feelings for Gibby. He sabotages the aircraft Gibby is to fly for a dangerous stunt, secretly applying acid to a control wire, not only out of jealousy, but also to add to the realism of his film with a real crash. However, unbeknownst to him, Woody decides to do the stunt in Gibby's place. Red sees von Furst tampering with the wires and alerts Gibby. Gibby takes off in another aircraft and catches up to Woody, but cannot make himself understood over the roar of their engines. The cable breaks, and Woody crashes and is killed.
Red takes von Furst captive at gunpoint, determined to apply vigilante justice. Gibby and Fritz find out. Gibby starts to telephone the police to report a murder over Red's objections. While they are arguing, von Furst tries to escape, and is shot and killed by Red. When police detective Jettick (Ralph Ince) shows up in answer to Gibby's interrupted call, the men hide the body. Sensing something wrong, Jettick insists on searching for von Furst. When he leaves, Gibby loads the corpse into an aircraft and takes off. He then deliberately crashes, killing himself and taking the blame for the crime."
1932,Love Affair,American,Thornton Freeland,"Dorothy Mackaill, Humphrey Bogart, Hale Hamilton",drama,https://en.wikipedia.org/wiki/Love_Affair_(1932_film),"Wealthy socialite Carol Owen (Dorothy Mackaill) decides to take up flying. Gilligan (Jack Kennedy) sets her up with a homely instructor, but she requests dashing Jim Leonard (Humphrey Bogart) instead. Jim has some fun, taking her through some aerobatic maneuvers that leave her queasy, but still game. For revenge, she gives him a lift into town in her sports car, driving at breakneck speeds. They begin seeing each other.
Carol learns that Jim is designing a revolutionary airplane engine, but cannot get any financial backing. She decides to give him a secret helping hand, persuading her skeptical financial manager, Bruce Hardy (Hale Hamilton), to invest in the project. Hardy is only too pleased to oblige, as he has asked Carol numerous times to marry him.
Hardy keeps a mistress on the side, aspiring stage actress Linda Lee (Astrid Allwyn). Unbeknownst to him, she is Jim's sister and in love with Georgie Keeler (Bradley Page), a Broadway producer. Things become serious between Carol and Jim. He begins neglecting his work and eventually spends the night with her. The next day, he asks her to marry him. She realizes that she is distracting him from making a success of his engine and turns him down.
When Hardy asks Carol once again to marry him, she jokingly tells him she would only consider his offer if she were broke. He then informs her that she is. He has been paying all her bills for the past year. Hoping to help Jim, she agrees to wed Hardy.
Hardy tries to break off his relationship with Linda. This is what Georgie has been waiting for. He has coached Linda to extort $50,000 from Hardy to finance a new play in which Linda will star, but the businessman will only write her a check for $10,000. To try to pressure Hardy, Georgie has Linda lie to Jim about the relationship.
Meanwhile, Carol has second thoughts and goes to break the news to Hardy. Before she can however, Jim shows up and insists that Hardy marry his sister. However, when Hardy shows him the canceled $10,000 check endorsed to Georgie, Jim realizes Linda has deceived him. He apologizes and leaves.
Carol decides to kill herself by crashing an airplane. As she starts to take off, Jim reads the suicide note she left with Gilligan. He manages to cling to the fuselage, work his way gingerly to the cockpit (while the plane is in flight), and reconcile with Carol."
1932,Love in High Gear,American,Frank R. Strayer,"Alberta Vaughn, Tyrell Davis",comedy,https://en.wikipedia.org/wiki/Love_in_High_Gear,"Ronald and Betty plan to elope, but are overheard by a jewel thief who has just stolen a pearl necklace from the wedding Ronald and Betty were attending. The jewel thief plans to use the situation to his advantage and a mad chase ensues towards the end of the film.[2][3]"
1932,Love Me Tonight,American,Rouben Mamoulian,"Jeanette MacDonald, Maurice Chevalier, Charles Ruggles",musical,https://en.wikipedia.org/wiki/Love_Me_Tonight,"The story describes an encounter between a Parisian tailor named Maurice Courtelin (Chevalier) and a family of local aristocrats. These include Vicomte Gilbert de Varèze (Ruggles), who owes Maurice a large amount of money for tailoring work; Gilbert's uncle the Duc d'Artelines (C. Aubrey Smith), the family patriarch; d'Artelines' man-hungry niece Valentine (Loy); and his other 22-year-old niece, Princesse Jeanette (MacDonald), who has been a widow for three years. D'Artelines has been unable to find Jeanette a new husband of suitable age and rank. The household also includes three aunts and an ineffectual suitor the Comte de Savignac (Butterworth).
Maurice custom-tailors clothing for de Varèze on credit, but the Vicomte's unpaid tailoring bills become intolerable, so Maurice travels to de Savignac's castle to collect the money owed to him. On the way, he has a confrontation with Princesse Jeanette. He immediately professes his love for her, but she haughtily rejects him.
When Maurice arrives at the castle, Gilbert introduces him as ""Baron Courtelin"" in order to hide the truth from the Comte . Maurice is fearful of this scheme at first, but changes his mind when he sees Jeanette. While staying at the castle, he arouses Valentine's desire, charms the rest of the family except for Jeanette, saves a deer's life during a hunt, and continues to woo Jeanette. The Comte de Savignac discovers that Maurice is a fake, but the Vicomte then claims that Maurice is a royal who is traveling incognito for security reasons. Finally, Jeanette succumbs to Maurice's charms, telling him ""Whoever you are, whatever you are, wherever you are, I love you.""
When Maurice criticizes Jeanette's tailor, the family confronts him for his rudeness, only to catch him and Jeanette alone with Jeanette partially undressed. Maurice explains that he is redesigning Jeanette's riding outfit, and he proves this by successfully altering it, but in the process he is forced to reveal his true identity. Despite her earlier promise, Jeanette recoils from him and runs to her room on hearing that he is a commoner. The entire household is outraged, and Maurice leaves. However, as a train carries him back to Paris, Jeanette struggles with her fears, finally realizes her mistake, and catches up to the train on horseback. When the engineer refuses to stop the train, she rides ahead and stands on the track. The train stops, Maurice jumps out, and the two lovers embrace as steam from the train envelops them."
1932,Madame Butterfly,American,Marion Gering,"Sylvia Sidney, Cary Grant, Irving Pichel",drama,https://en.wikipedia.org/wiki/Madame_Butterfly_(1932_film),"At Goro's Tea House, we are introduced to Cho-Cho San (Sylvia Sidney) who is bidding farewell to her mother and grandfather. She is about to undergo training as a geisha in exchange for money that will support her family. After the relatives leave, Goro introduces Prince Yamadori, a prospective husband, to Cho-Cho San. When Yamadori finds her withdrawn, Madame Goro explains that Cho-Cho San is high-born and is not yet used to the geisha life style.
Meanwhile, on board an American steamship due to arrive in Japan for several months' stay, Lieutenant Barton (Charlie Ruggles) convinces his friend Lieutenant Ben F. Pinkerton (Cary Grant) that once they arrive to skip the American Counsul's party and plan to enjoy themselves instead. Pinkerton looks at a photograph of a blonde woman inscribed to him 'from Adelaide' and hides it in his clothing trunk.
Back at Goro's, Mrs. Goro prepares Cho-Cho San for another meeting with Yamadori by dressing her more elegantly. Meanwhile, Pinkerton and Barton enter Goro's, and are greeted by geishas. They are seated and watch a performance of dancing and music played by the geishas, and begin to become intimate with them. Goro interrupts so Pinkerton wanders to a different room and, through a screen, sees a dancing silhouette. Entering further, he discovers Cho-Cho San practicing her dancing. Despite Goro's admonishment, he is immediately enchanted with Cho-Cho San, who runs away to the garden in fear. Pinkerton catches up to her and they talk.
Yamadori comes to meet Cho-Cho San again. Goro pretends she is indisposed but a neighboring geisha reveals that she is with a naval officer. Infuriated, Yamadori vows never to set foot in Goro's house again. This makes Goro angry at Cho-Cho San, since Yamadori was Goro's best client. Goro threatens to shame Cho-Cho San's family because she has been disobedient. Pinkerton asks Goro to explain why he is so angry, and Goro tells him that Cho-Cho San was supposed to marry Yamadori. Barton takes Pinkerton aside and tells him that ""marriage"" to Japanese is just a formality: when husbands desert, the geishas can automatically be considered divorced. Realizing how easy the situation is, Pinkerton informs Goro of his intention to marry Cho-Cho San.
Cho-Cho San's relatives assemble at the couple's new house, and the marriage takes place as a tea ceremony. Afterwards, Cho-Cho San prays at her home altar, adorned with a picture of her ancestors. Pinkerton asks Barton to send the relatives away, while he gets to know Cho-Cho San better and shows her how to kiss.
Several days later, Pinkerton arrives home, where Cho-Cho San greets him with honors. He gives her a translucent veil. She offers him drink and a pipe to smoke. He asks for a change of pants and Cho-Cho San obliges. While searching for the pants within Pinkerton's trunk, Cho-Cho San discovers the picture inscribed to Pinkerton by a blonde woman (which Pinkerton hid in the earlier scene). With a serious face, she brings it to Pinkerton and asks if he is in love with that woman. He denies it; she embraces him, happy again, but he maintains a serious face.
Several weeks later, the home altar now shows a picture of Pinkerton. Cho-Cho San happily receives Pinkerton and Barton. In an aside to Barton, Pinkerton explains that he hasn't had the courage to tell Cho-Cho San that he's leaving the following day. Barton suggests they all have dinner at the hotel. While eating, the commander of the naval vessel visits the table, mentioning they are due to leave tomorrow. Cho-Cho San is taken aback. Returning home, Cho-Cho San is upset, so Pinkerton sings to her ""My Flower Of Japan"".
The following day, Pinkerton is leaving but asks Cho-Cho San not to see him off at the dock. Cho-Cho San asks about the girl in the picture but Pinkerton says he loves only Cho-Cho San and promises to come back in the spring. ""When the robins nest again?"" asks Cho-Cho San and Pinkerton affirms.
The scene cuts to the next spring, and Butterfly happily holds her infant son. She points out that a robin has nested and speaks to her son, revealing his name as ""Trouble"" for now, but when Pinkerton returns, it will be changed to ""Joy"".
The scene cuts to a robin building a nest. It is in the garden of a house owned by Pinkerton and the woman, Adelaide, from the photograph. A ring on the fourth finger of her left hand indicates that she is engaged. She remarks that it is now spring to Pinkerton, who looks troubled. In response, she mentions that ever since he's returned from Japan he has been different. He offers to tell her something that might upset her and she agrees. The scene ends.
In Cho-Cho San's home, her grandfather asks her to marry Yamadori, but Cho-Cho San explains that, unlike in Japan where desertion is ground for divorce, in the United States divorce can only be effected by a judge after a period of years. He asks her to return home, if only for the sake of the child, but she rejects her grandfather's ways, saying that she and the entire house belong to Pinkerton. Angrily, her grandfather disowns her and asks that she never enter his house again.
Meanwhile, Pinkerton and his newly married wife Adelaide walk down the marriage aisle to the strains of Mendelssohn's music and rice being thrown by guests.
Back in Japan, Cho-Cho San remarks that the robins have nested three times. She goes to see the American consul and asks about the nesting habits of American robins. Understanding what has happened, he explains that, in the United States, they nest only once in three years. Relieved, Cho-Cho San leaves happily. The consul sends a telegram to Pinkerton asking him to come. Meanwhile, Cho-Cho San goes to a temple to pray.
Cho-Cho San sees a naval ship in the distance and is overjoyed at Pinkerton's imminent return, explaining it to her son.
At the ship dock, Pinkerton arrives with Barton and is met by Adelaide. Barton mentions that the Consul will be having a party that night, and Pinkerton thinks that's why he sent the telegram.
Cho-Cho San suggests to Suzuki that they surprise Pinkerton: Suzuki will be with Trouble in the next room and only bring him out at Cho-Cho San's clap. They sit down by the window to watch for Pinkerton's approach. Suzuki and Trouble fall asleep, but Cho-Cho San continues to watch all night through the morning. Suzuki wakes and encourage Cho-Cho San to go to bed. Dejected, she still believes Pinkerton will come, despite Suzuki's warnings that ""men always forget.""
In their hotel room, Pinkerton explains the situation to his Adelaide. She suggests that once he talks with Cho-Cho San, all will be cleared up. He asks her to accompany him and she assents.
Pinkerton and Adelaide arrive at Cho-Cho San's house. He asks Adelaide to wait. He goes up to the house and is greeted by a wildly happy Cho-Cho San. Her happiness turns serious as he explains that he must leave soon and is never coming back. Cho-Cho San sees a woman waiting, and realizes that Pinkerton has married another woman – the woman she had seen in the picture. In tears, she bids him goodbye. Crying, she tells Trouble that his father has taken another woman, while Trouble fidgets with an ancestral heirloom, a knife. She then tells Suzuki to take Trouble to his grandfather, who will raise Trouble ""in the ways of his ancestors."" She tells Suzuki she will follow after she prays. As she prays, she recalls the American marriage vow ""till death do us part"". She unsheathes the knife and sees the inscription ""To die with honor when one can no longer live with honor."" Wrapping the veil Pinkerton gave her around her neck, she stabs herself. Her dying words are ""I love you for always."""
1932,Madison Square Garden,American,Harry Joe Brown,"Jack Oakie, Marian Nixon, William Boyd","drama, sports",https://en.wikipedia.org/wiki/Madison_Square_Garden_(film),"Middleweight contender Eddie Burke needs to change managers after his, Doc Williams, sets up a big fight at Madison Square Garden for him. Eddie becomes distracted by too much partying and girlfriend Bee, who is understandably worried about him.
Eddie falls into the hands of a crooked trainer, ""Honest John"" Miller, who works for a racketeer, Sloane. He is made to lose the fight, Miller wrapping his opponent's hands in plaster, and takes a terrible beating. But when the truth comes to light, some of Eddie's fellow boxers go after the crooks with their fists."
1932,Make Me a Star,American,William Beaudine,"Joan Blondell, Stuart Erwin, ZaSu Pitts",comedy,https://en.wikipedia.org/wiki/Make_Me_a_Star,"A small-town delivery boy Merton Gill (Stuart Erwin) arrives in Hollywood, bright-eyed and bushy-tailed and complete with a diploma from the National Correspondence Academy of Acting. Crashing the gates of Majestic Pictures Merton manages to fumble his one line bit in the latest Buck Benson (George Templeton) western and is fired on the spot.[2]"
1932,Manhattan Tower,American,Frank R. Strayer,"Mary Brian, Irene Rich",drama,https://en.wikipedia.org/wiki/Manhattan_Tower_(film),"Manhattan Tower is about a couple by the names of Mary Harper (Mary Brian) and Jimmy Duncan (James Hall). Both work at the Empire State Building: he as an engineer, she's a secretary. They would like to marry and buy a house that they saw advertised in a window in the building lobby, but they need more money. Mary asks her womanizing boss for advice, and he persuades her to give him all her savings to invest. Unbeknownst to her, the boss has speculated in the commodity market, and lost not only his money and that of his wealthy wife, but also some of the firm's funds too. His wife would like to quietly divorce him to marry her politician friend, but the husband asks her for money to avoid a scandal. When Mary changes her mind and asks for the restitution of her savings, her boss refuses and mistreats her. That causes a confrontation between Jimmy and Mary's boss, and they fight. Meanwhile, also the politician and an honest accountant of the firm, who discovered his superior's misdeeds but kept silent fearing to lose his job, decide to confront Mary's boss. During the fight, he takes a gun from a drawer, and menaces them all. He trips and falls through a window to his death. The witnesses decide to declare it was a suicide and go on with their lives.
There are other intertwining stories of people who work at the Empire State Building, and a bank run started by a casual comment by the politician's secretary."
1932,The Man Called Back,American,Robert Florey,"Conrad Nagel, Doris Kenyon",drama,https://en.wikipedia.org/wiki/The_Man_Called_Back,"A disgraced doctor (Nagel) exiles himself to the South Seas, and is rehabilitated by meeting a society woman (Kenyon) and her irresponsible husband (Halliday)."
1932,The Man from Yesterday,American,Berthold Viertel,"Claudette Colbert, Clive Brook",war drama,https://en.wikipedia.org/wiki/The_Man_from_Yesterday,"In Paris at the end of the First World War, Sylvia Suffolk and British officer Tony Clyde get married, shortly before Tony leaves for the front. Sylvia, newly pregnant, is given the news that Tony is dead while working as a nurse for surgeon René Gaudin. Sylvia gradually falls in love with René, but is reluctant to remarry since she has no official news of Tony's death. On holiday in Switzerland with René, Sylvia is shocked to find Tony is still alive, and convalescing, and now finds herself torn between duty to Tony and marriage to René."
1932,Man Wanted,American,William Dieterle,"Kay Francis, David Manners",romance,https://en.wikipedia.org/wiki/Man_Wanted,"Lois Ames (Kay Francis) is the editor of 400 Magazine, whose wealthy husband, Fred (Kenneth Thomson), pays her little attention. His interests are polo and partying. When her personal secretary, (Charlotte Merriam), can no longer take the long hours of work and quits, Lois hires Tom Sherman (David Manners), a handsome man who happens to come by the office to demonstrate a rowing machine, as her new secretary.
Tom soon makes himself indispensable to Lois, and their long hours spent together leads them to fall in love with each other. Tom's fiancée, Ruth Holman (Una Merkel), senses something is going on and isn't happy about it. Tom's roommate, Andy Doyle (Andy Devine), uses Tom's absences and Ruth's distress to try to romance Ruth himself. Meanwhile, Lois's husband, Fred, is having an affair with Anna Le Maire (Claire Dodd). Lois finds out when she discovers a key to Anna's room in Fred's vest pocket, which she puts on Fred's pillow; nothing is said between them, but Fred now knows that Lois knows about his infidelity.
After things go too far between Tom and Lois, Tom quits and begins to plan a wedding with Ruth. Lois tries to smooth things over with Fred, but instead they agree on an amicable divorce. On Tom's last day of work, Lois keeps him busy until very late, and he misses a dinner engagement with Ruth and Andy. Ruth storms into the office, with Andy in tow, and threatens to tell Fred about the affair. Lois tells everyone about the divorce, Ruth breaks her engagement with Tom and threatens to marry Andy in revenge, and Tom asks Lois to marry him."
1932,The Man Who Played God,American,John G. Adolfi,"Bette Davis, George Arliss, Violet Heming",drama,https://en.wikipedia.org/wiki/The_Man_Who_Played_God_(1932_film),"While giving a private performance for a visiting monarch, concert pianist Montgomery Royle is deafened when a bomb is detonated in an attempt to assassinate the foreign ruler. With his career over as a result of his injury, Royle returns to New York City with his sister Florence, close friend Mildred Miller, and considerably younger fiancée Grace Blair.
After abandoning thoughts of suicide, Montgomery discovers he can lip read, and he spends his days observing people in Central Park from his apartment window. As he learns of people's problems, he tries to help them anonymously. He becomes absorbed in his game of ""playing God"" but his actions are without sincerity.
One day Montgomery witnesses a conversation between Grace and Harold Van Adam, during which she tells the young man she loves him but cannot leave Montgomery because of his handicap. Moved by the generosity of her sacrifice, Montgomery confronts her and ends their engagement, allowing her to follow her heart.
Montgomery continues to act as a philanthropist, but his attitude is changed and his motives become altruistic. He draws closer to Mildred, who always has loved him, and the two find happiness in their developing relationship."
1932,The Mask of Fu Manchu,American,Charles Brabin,"Boris Karloff, Lewis Stone, Karen Morley","horror, sci-fi",https://en.wikipedia.org/wiki/The_Mask_of_Fu_Manchu,"Sir Denis Nayland Smith (Lewis Stone) of the British Secret Service warns Egyptologist Sir Lionel Barton (Lawrence Grant) that he must beat Fu Manchu in the race to find the tomb of Genghis Khan. The power-mad Fu Manchu (Boris Karloff) intends to use the sword and mask to proclaim himself the reincarnation of the legendary conqueror and inflame the peoples of Asia and the Middle East into a war to wipe out the ""white race"". Sir Lionel is kidnapped soon afterward and taken to Fu Manchu. Fu Manchu tries bribing his captive, even offering his own daughter, Fah Lo See (Myrna Loy). When that fails, Barton suffers the ""torture of the bell"" (lying underneath a gigantic, constantly ringing bell) in an unsuccessful attempt to get him to reveal the location of the tomb.
Barton's daughter Sheila (Karen Morley) insists on taking her father's place on the expedition, as she knows where the tomb is. She finds the tomb and its treasures with the help of her fiance Terrence ""Terry"" Granville (Charles Starrett), Von Berg (Jean Hersholt), and McLeod (David Torrence). Nayland Smith joins them soon afterward.
McLeod is killed by one of Fu Manchu's men during a robbery attempt, after McLeod kills one of Fu Manchu's men. When that fails, an emissary offers to trade Barton for the priceless artifacts. Despite Terry's misgivings, Sheila persuades him to take the relics to Fu Manchu without Smith's knowledge. However, when Fu Manchu tests the sword, he determines that it is a fake (Nayland had switched them). Terry is whipped under the supervision of Fah Lo See, who is attracted to him. Meanwhile, Fu Manchu has Barton's corpse delivered to Sheila. When Nayland tries to rescue Terry, he is taken captive as well.
Terry is injected with a serum that makes him temporarily obedient to Fu Manchu and released. He tells Sheila and Von Berg that Nayland Smith wants them to bring the sword and mask to him. Sheila senses something is wrong, but Von Berg digs up the real relics, and they follow Terry into a trap.
Captured by Fu Manchu, the party is sentenced to death or enslavement, but not before Sheila manages to bring Terry back to his senses. Sheila is to become a human sacrifice, Nayland Smith is to be lowered into a crocodile pit, and Von Berg placed between two sets of metal spikes inching toward each other. Terry is prepared for another dose of the serum, which will make him a permanent slave of the whims of Fu Manchu's daughter.
However, Nayland Smith manages to free himself, Terry, and Von Berg. Using one of Fu Manchu's own weapons—a death ray that shoots an electric current—the men incapacitate the arch-villain as he raises the sword to execute Sheila.
When Fu Manchu drops the sword, Terry picks it up and hacks him to death. While Terry frees Sheila and carries her away, Nayland Smith and Von Berg incinerate Fu Manchu's followers using the same weapon. Safely aboard a ship bound for England, Nayland Smith tosses the sword over the side so that the world will be safe from any future Fu Manchu."
1932,The Match King,American,"William Keighley, Howard Bretherton","Warren William, Lili Damita",drama,https://en.wikipedia.org/wiki/The_Match_King,"Though a lowly Chicago street cleaner, Swedish immigrant Paul Kroll (Warren William) is ambitious and unscrupulous. When a fellow employee is fired (due to one of Kroll's schemes), Kroll convinces his foreman (John Wray) to keep him on the payroll (officially at least) so they can split his salary. Soon there are eight ""phantom"" workers, and Kroll and his partner have amassed $460. However, Kroll has been romancing his partner's wife, Babe (Glenda Farrell), behind his back.
Meanwhile, he has also been lying to the people of his hometown, telling them what a successful businessman he has become. As a result, when the local match factory is in trouble, his uncle begs him to return and save it. Kroll gets Babe to withdraw the money he has stolen, deceiving her into thinking they are running away together, then leaves her behind as he sails away to Sweden.
Back home, he cons the local bank into giving him a loan to buy a second match factory so he can merge them. Only his friend Erik Borg (Hardie Albright) knows the truth about Kroll's ""success"", so Kroll recruits him as his all-too-trusting second in command in his expanding business. Eventually, Kroll owns all of the match factories in Sweden. However, his ambitions do not stop there. Using information he obtains from beautiful, well-placed women he has charmed, he gains official match monopolies in first Poland, then Germany and other countries by offering loans to cash-strapped governments and bribes to corrupt officials.
One day, while dining with Ilse Wagner (Claire Dodd), one of his conquests, he is dazzled by the beauty of star actress Marta Molnar (Lili Damita). Despite her initial rebuffs, he goes to great lengths to win her heart, even hiring a celebrated ""gypsy violinist"" to serenade her. So enamored is he that he dangerously neglects his business, financed by an ever-growing series of loans.
However, he reluctantly returns his attention to his company. One of his agents discovers an eccentric recluse named Christian Hobe (an uncredited Harry Beresford) has invented an everlasting match, so Kroll has him locked away as a madman.
When the stock market crashes, Kroll can no longer obtain a bank loan. In desperation, he buys $50 million in fake Italian bonds from forger Scarlatti (Harold Huber), whom he then dumps in the middle of a lake to drown. With the bonds as collateral, he obtains a $40 million loan from an American bank. Then he thinks of retiring. He asks Marta to marry him, only to discover that, in his frequent absences, she has fallen in love with Trino, the gypsy violinist. Much worse, his forgeries are detected, and his American loan is canceled. Kroll shoots himself on the balcony and his body tumbles into the gutter, where he started."
1932,Me and My Gal,American,Raoul Walsh,"Spencer Tracy, Joan Bennett",drama,https://en.wikipedia.org/wiki/Me_and_My_Gal,"In this wisecracking comedy, Dan Dolan (Spencer Tracy) is a cop whose beat is the New York waterfront. Dan has a soft spot for Helen Riley (Joan Bennett), a sharp-tongued waitress at a cheap diner, while her scatter-brained sister Kate (Marion Burns) is in love with Duke Castage (George Walsh), a sleazy low-level mobster. While Duke makes a play for Kate, both Helen and Dan know that he's bad news, and Dan wants to put Duke behind bars before he can break Kate's heart. Me and My Gal was directed by Raoul Walsh, one of the great craftsmen of the studio system—and also the brother of George Walsh, who plays the villain."
